subject,targetphrase,initial_response,correct_words_initial,trial,target_number,rel_response,correct_words_rel,rep_acc,rep_acc_rel
LE20,narrow seated member,narrow seated member,3,29,3,,,accurate,
LE20,appear to wait then turn,appear to wait then turn,5,30,5,,,accurate,
LE20,bolder ground from justice,bolder ran from justice,3,31,4,,,inaccurate,
LE20,target keeping season,target keeping season,3,32,3,,,accurate,
LE20,seat for locking runners,seat for locking runners,4,33,4,,,accurate,
LE20,functions aim his acid,function aims his acid,4,34,4,,,accurate,
LE20,to sort but fear inside,to sore but fair inside,3,35,5,,,inaccurate,
LE20,rocking modern poster,rocking modern poster,3,36,3,,,accurate,
LE20,distant leaking basement,distant leaking basement,3,37,3,,,accurate,
LE20,kick a tad above them,kick a tad above them,5,38,5,,,accurate,
LE20,embark or take her sheet,embark or take her sheet,5,39,5,,,accurate,
LE20,address her meeting time,address her meeting time,4,40,4,,,accurate,
LE20,support with dock and cheer,support with dock and chair,4,41,5,,,inaccurate,
LE20,amend estate approach,avent estate approach,2,42,3,,,inaccurate,
LE20,account for who could knock,i count for who could knock,4,43,5,,,inaccurate,
LE20,pain can follow agents,pain can follow agents,4,44,4,,,accurate,
LE20,frame her seed to answer,frame her see the answer,4,45,5,,,inaccurate,
LE20,round and bad for carpet,round and bad for carpet,5,46,5,,,accurate,
LE20,beside a sunken bat,beside a sunken bat,4,47,4,,,accurate,
LE20,mark a single ladder,mark a single letter,3,48,4,,,inaccurate,
LE20,and spoke behind her sin,it spoke behind her sin,4,49,5,,,inaccurate,
LE20,spackle enter broken,spackle enter broken,3,50,3,,,accurate,
LE20,thinking for the hearing,thinking for the hearing,4,51,4,,,accurate,
LE20,forget the joke below,forget it the joke below,4,52,4,,,accurate,
LE20,listen final station,listen final station,3,53,3,,,accurate,
LE20,stable wrist and load it,stable rest and load it,4,54,5,,,inaccurate,
LE20,had eaten junk and train,junk and entering,2,55,5,,,inaccurate,
LE20,attend the trend success,attend the trend success,4,56,4,,,accurate,
LE20,attack became concerned,attack became concerned,3,57,3,,,accurate,
LE20,transcend almost betrayed,transcend almost betrayed,3,58,3,,,accurate,
LE20,secure but lease apart,secure but lease apart,4,59,4,,,accurate,
LE20,pooling pill or cattle,pulling pill or cattle,3,60,4,,,inaccurate,
LE20,resting older earring,resting older earring,3,61,3,,,accurate,
LE20,divide across retreat,divide across retreat,3,62,3,,,accurate,
LE20,perceive sustained supplies,perceive sustain supplies,3,63,3,,,accurate,
LE20,pick a chain for action,pick a chain for action,5,64,5,,,accurate,
LE20,commit such used advice,commit such used advice,4,65,4,,,accurate,
LE20,balance clamp and bottle,balance climb and bottle,3,66,4,,,inaccurate,
LE20,rode the lamp for teasing,rode the lamp for teasing,5,67,5,,,accurate,
LE20,unless escape can learn,unless escape can learn,4,68,4,,,accurate,
LE20,bush is chosen after,bush is chosen after,4,69,4,,,accurate,
LE20,cheap control in paper,cheap control and paper,3,70,4,,,inaccurate,
LE20,sinking rather tundra,seeking rather tundra,2,71,3,,,inaccurate,
LE20,done with finest handle,done with finest handle,4,72,4,,,accurate,
LE20,her owners arm the phone,her owners on the phone,4,73,5,,,inaccurate,
LE20,define respect instead,define respect instead,3,74,3,,,accurate,
LE20,mode campaign for budget,mode campaign for budget,4,75,4,,,accurate,
LE20,increase a grade sedate,increase a grade sedate,4,76,4,,,accurate,
LE20,advance but sat appeal,advance but sat appeal,4,77,4,,,accurate,
LE20,darker painted baskets,darker painted baskets,3,78,3,,,accurate,
LE20,vital seats with wonder,vital seats with wonder,4,79,4,,,accurate,
LE20,cool the jar in private,cool the jar in private,5,80,5,,,accurate,
LE20,model sad and local,models and local,3,81,4,,,inaccurate,
LE20,hold a page of fortune,hold a page of fortune,5,82,5,,,accurate,
LE20,afraid beneath demand,afraid beneath demand,3,83,3,,,accurate,
LE20,mate denotes a judgement,mate denotes a judgement,4,84,4,,,accurate,
LE20,measure fame with legal,measure fame with legal,4,85,4,,,accurate,
LE21,connect the beer device,them hear device,1,6,4,,,inaccurate,
LE21,award his drain away,a word his drain away,3,7,4,,,inaccurate,
LE21,mistake delight for heat,mistake the light for heat,3,8,4,,,inaccurate,
LE21,rowing farther matters,rowing farther matters,3,9,3,,,accurate,
LE21,indeed a tax ascent,indeed a tax assent,3,10,4,,,inaccurate,
LE21,or spent sincere aside,or spent sincere aside,4,11,4,,,accurate,
LE21,submit his cash report,submit his cash report,4,12,4,,,accurate,
LE21,assume to catch control,assume thy catch control,3,13,4,,,inaccurate,
LE21,butcher in the middle,butcher in the middle,4,14,4,,,accurate,
LE21,avoid or beat command,avoid or beat command,4,15,4,,,accurate,
LE21,admit the gear beyond,admit they care beyond,2,16,4,,,inaccurate,
LE21,may the same pursued it,may the same persuit,3,17,5,,,inaccurate,
LE21,rampant boasting captain,rampit boasting captain,2,18,3,,,inaccurate,
LE21,for coke a great defeat,for coke a great defeat,5,19,5,,,accurate,
LE21,technique but sent result,missing data,0,20,4,,,,
LE21,unseen machines agree,unseen machines agree,3,21,3,,,accurate,
LE21,career despite research,career despite research,3,22,3,,,accurate,
LE21,constant willing walker,constant willing walker,3,23,3,,,accurate,
LE21,push her equal culture,push her equal culture,4,24,4,,,accurate,
LE21,signal breakfast pilot,signal breakfast pilot,3,25,3,,,accurate,
LE21,confused but roared again,confused but roared again,4,26,4,,,accurate,
LE21,its harmful note abounds,its harmful note unbounds,3,27,4,,,inaccurate,
LE21,remove and name for stake,remove a name for stake,4,28,5,,,inaccurate,
LE21,narrow seated member,narrow seated number,2,29,3,,,inaccurate,
LE21,appear to wait then turn,appear to wait then turn,5,30,5,,,accurate,
LE21,bolder ground from justice,older grand from justice,2,31,4,,,inaccurate,
LE21,target keeping season,target keep season,2,32,3,,,inaccurate,
LE21,seat for locking runners,seat for locking runners,4,33,4,,,accurate,
LE21,functions aim his acid,missing data,0,34,4,,,,
LE21,to sort but fear inside,to sore but fear inside,4,35,5,,,inaccurate,
LE21,rocking modern poster,rocking moden poster,2,36,3,,,inaccurate,
LE21,distant leaking basement,distant leaking basement,3,37,3,,,accurate,
LE21,kick a tad above them,kick a tad above them,5,38,5,,,accurate,
LE21,embark or take her sheet,embark or take her sheet,5,39,5,,,accurate,
LE21,address her meeting time,address her meeting time,4,40,4,,,accurate,
LE21,support with dock and cheer,missing data,0,41,5,,,,
LE21,amend estate approach,amend a state approach,2,42,3,,,inaccurate,
LE21,account for who could knock,by count for who could not,3,43,5,,,inaccurate,
LE21,pain can follow agents,pain can follow agents,4,44,4,,,accurate,
LE21,frame her seed to answer,frame her seed the answer,4,45,5,,,inaccurate,
LE21,round and bad for carpet,round and bad for carpet,5,46,5,,,accurate,
LE21,beside a sunken bat,beside a sunken bat,4,47,4,,,accurate,
LE21,mark a single ladder,mark a single letter,3,48,4,,,inaccurate,
LE21,and spoke behind her sin,he spoke behind her sin,4,49,5,,,inaccurate,
LE21,spackle enter broken,missing data,0,50,3,,,,
LE21,thinking for the hearing,thinking for the hearing,4,51,4,,,accurate,
LE21,forget the joke below,forget it the joke below,4,52,4,,,accurate,
LE21,listen final station,listen final station,3,53,3,,,accurate,
LE21,stable wrist and load it,missing data,0,54,5,,,,
LE21,had eaten junk and train,missing data,0,55,5,,,,
LE21,attend the trend success,attend the trend success,4,56,4,,,accurate,
LE21,attack became concerned,attack became concerned,3,57,3,,,accurate,
LE21,transcend almost betrayed,transcend almost betrayed,3,58,3,,,accurate,
LE21,secure but lease apart,secure at least apart,2,59,4,,,inaccurate,
LE21,pooling pill or cattle,cooling pill or cattle,3,60,4,,,inaccurate,
LE21,resting older earring,resting older earring,3,61,3,,,accurate,
LE21,divide across retreat,divide or cross retreat,2,62,3,,,inaccurate,
LE21,perceive sustained supplies,percy sustained supplies,2,63,3,,,inaccurate,
LE21,pick a chain for action,pick a chain for action,5,64,5,,,accurate,
LE21,commit such used advice,commit such used advice,4,65,4,,,accurate,
LE21,balance clamp and bottle,balance clam and bottle,3,66,4,,,inaccurate,
LE21,rode the lamp for teasing,rode the lamp for teasing,5,67,5,,,accurate,
LE21,unless escape can learn,unless escape can learn,4,68,4,,,accurate,
LE21,bush is chosen after,bush is chosen after,4,69,4,,,accurate,
LE21,cheap control in paper,cheap control in paper,4,70,4,,,accurate,
LE21,sinking rather tundra,sinking rather tunder,2,71,3,,,inaccurate,
LE21,done with finest handle,done with finest handle,4,72,4,,,accurate,
LE21,her owners arm the phone,her owners armed the phone,5,73,5,,,accurate,
LE21,define respect instead,define respect instead,3,74,3,,,accurate,
LE21,mode campaign for budget,mode campaign for budget,4,75,4,,,accurate,
LE21,increase a grade sedate,increase a grade sedate,4,76,4,,,accurate,
LE21,advance but sat appeal,advance but sat uphill,3,77,4,,,inaccurate,
LE21,darker painted baskets,darker painted baskets,3,78,3,,,accurate,
LE21,vital seats with wonder,vital seats with wonder,4,79,4,,,accurate,
LE21,cool the jar in private,cool the jar in private,5,80,5,,,accurate,
LE21,model sad and local,missing data,0,81,4,,,,
LE21,hold a page of fortune,hold a page of fortune,5,82,5,,,accurate,
LE21,afraid beneath demand,afraid beneath demand,3,83,3,,,accurate,
LE21,mate denotes a judgement,mate denotes a judgment,4,84,4,,,accurate,
LE21,measure fame with legal,measure fame with legal,4,85,4,,,accurate,
LE22,attack became concerned,im tired and concerned,1,6,3,,,inaccurate,
LE22,avoid or beat command,void or me command,2,7,4,,,inaccurate,
LE22,pain can follow agents,pain can follow agents,4,8,4,,,accurate,
LE22,define respect instead,define respect instead,3,9,3,,,accurate,
LE22,for coke a great defeat,for coke great defeat,4,10,5,,,inaccurate,
LE22,had eaten junk and train,had eaten junk and train,5,11,5,,,accurate,
LE22,support with dock and cheer,support with dock and cheer,5,12,5,,,accurate,
LE22,or spent sincere aside,x,0,13,4,,,inaccurate,
LE22,vital seats with wonder,vital seats with wonder,4,14,4,,,accurate,
LE22,darker painted baskets,darker painted baskets,3,15,3,,,accurate,
LE22,appear to wait then turn,prepare to wait then turn,4,16,5,,,inaccurate,
LE22,beside a sunken bat,beside a sunken bat,4,17,4,,,accurate,
LE22,forget the joke below,forget the joke below,4,18,4,,,accurate,
LE22,thinking for the hearing,thinking for the hearing,4,19,4,,,accurate,
LE22,rampant boasting captain,rampit boasting tapped in,1,20,3,,,inaccurate,
LE22,pick a chain for action,pick a chain for action,5,21,5,,,accurate,
LE22,its harmful note abounds,its harmful note abounds,4,22,4,,,accurate,
LE22,model sad and local,model sad and local,4,23,4,,,accurate,
LE22,bolder ground from justice,bolder ground from justice,4,24,4,,,accurate,
LE22,seat for locking runners,missing data,0,25,4,,,,
LE22,amend estate approach,missing data,0,26,3,,,,
LE22,afraid beneath demand,afraid beneath demand,3,27,3,,,accurate,
LE22,balance clamp and bottle,balance clamp and bottle,4,28,4,,,accurate,
LE22,perceive sustained supplies,perceive sustain supplies,3,29,3,,,accurate,
LE22,unseen machines agree,unseen machines agree,3,30,3,,,accurate,
LE22,attend the trend success,attend the trend success,4,31,4,,,accurate,
LE22,mark a single ladder,mark a single ladder,4,32,4,,,accurate,
LE22,transcend almost betrayed,transcend almost betrayed,3,33,3,,,accurate,
LE22,indeed a tax ascent,indeed a tax ascend,3,34,4,,,inaccurate,
LE22,career despite research,career despite research,3,35,3,,,accurate,
LE22,divide across retreat,divide across retreat,3,36,3,,,accurate,
LE22,resting older earring,resting older earring,3,37,3,,,accurate,
LE22,technique but sent result,technique but sent result,4,38,4,,,accurate,
LE22,connect the beer device,connect the beer device,4,39,4,,,accurate,
LE22,hold a page of fortune,hold page a fortune,4,40,5,,,inaccurate,
LE22,rowing farther matters,going farther matters,2,41,3,,,inaccurate,
LE22,narrow seated member,narrow seated member,3,42,3,,,accurate,
LE22,unless escape can learn,unless escape can learn,4,43,4,,,accurate,
LE22,increase a grade sedate,increase a great the date,2,44,4,,,inaccurate,
LE22,target keeping season,target keeping season,3,45,3,,,accurate,
LE22,address her meeting time,address her meeting time,4,46,4,,,accurate,
LE22,bush is chosen after,missing data,0,47,4,,,,
LE22,distant leaking basement,distant leaking basement,3,48,3,,,accurate,
LE22,and spoke behind her sin,and spoke behind her sind,5,49,5,,,accurate,
LE22,submit his cash report,submit his cash report,4,50,4,,,accurate,
LE22,done with finest handle,done with finest handle,4,51,4,,,accurate,
LE22,frame her seed to answer,frame her seat to answer,4,52,5,,,inaccurate,
LE22,admit the gear beyond,admit the gear beyond,4,53,4,,,accurate,
LE22,constant willing walker,constant willing walker,3,54,3,,,accurate,
LE22,sparkle enter broken,sparkle enter broken,3,55,3,,,accurate,
LE22,cheap control in paper,cheap control and paper,3,56,4,,,inaccurate,
LE22,remove and name for stake,missing data,0,57,5,,,,
LE22,functions aim his acid,functions aim his acid,4,58,4,,,accurate,
LE22,pooling pill or cattle,pulling pail or cattle,2,59,4,,,inaccurate,
LE22,signal breakfast pilot,single breakfast pilot,2,60,3,,,inaccurate,
LE22,kick a tad above them,kick a tad above them,5,61,5,,,accurate,
LE22,rode the lamp for teasing,missing data,0,62,5,,,,
LE22,mode campaign for budget,load campaign for budget,3,63,4,,,inaccurate,
LE22,listen final station,missing data,0,64,3,,,,
LE22,rocking modern poster,rocking modern poster,3,65,3,,,accurate,
LE22,secure but lease apart,secure but lease apart,4,66,4,,,accurate,
LE22,round and bad for carpet,round and bad for carpet,5,67,5,,,accurate,
LE22,her owners arm the phone,her owners on the phone,4,68,5,,,inaccurate,
LE22,assume to catch control,assume to catch control,4,69,4,,,accurate,
LE22,mistake delight for heat,mistake delight for heat,4,70,4,,,accurate,
LE22,confused but roared again,confuse but worn again,3,71,4,,,inaccurate,
LE22,sinking rather tundra,thinking rather tundra,2,72,3,,,inaccurate,
LE22,mate denotes a judgement,may denote a judgment,3,73,4,,,inaccurate,
LE22,award his drain away,x,0,74,4,,,inaccurate,
LE22,account for who could knock,account for who could knock,5,75,5,,,accurate,
LE22,cool the jar in private,cool the jar in private,5,76,5,,,accurate,
LE22,may the same pursued it,may the same persuited,3,77,5,,,inaccurate,
LE22,embark or take her sheet,embark or take her sheet,5,78,5,,,accurate,
LE22,stable wrist and load it,stable wrist and loaded,4,79,5,,,inaccurate,
LE22,measure fame with legal,measure fame with legal,4,80,4,,,accurate,
LE22,butcher in the middle,put her in the middle,3,81,4,,,inaccurate,
LE22,to sort but fear inside,to sort but fear inside,5,82,5,,,accurate,
LE22,push her equal culture,push her equal culture,4,83,4,,,accurate,
LE22,commit such used advice,commit such use advice,4,84,4,,,accurate,
LE22,advance but sat appeal,advance but sad appeal,3,85,4,,,inaccurate,
LE23,attack became concerned,attack became concerned,3,6,3,attack became concerned,3,accurate,accurate
LE23,avoid or beat command,void of me command,1,7,4,void of me command,1,inaccurate,inaccurate
LE23,pain can follow agents,pain can follow agents,4,8,4,pain can follow agents,4,accurate,accurate
LE23,define respect instead,define respect instead,3,9,3,define respect instead,3,accurate,accurate
LE23,for coke a great defeat,fur coat great defeat,2,10,5,fur coat great defeat,2,inaccurate,inaccurate
LE23,had eaten junk and train,had eaten junk and train,5,11,5,had eaten junk and train,5,accurate,accurate
LE23,support with dock and cheer,support with dock and chair,4,12,5,support with dock and chair,4,inaccurate,inaccurate
LE23,or spent sincere aside,missing data,0,13,4,missing data,0,,
LE23,vital seats with wonder,vital seats with wonder,4,14,4,vital seats with wonder,4,accurate,accurate
LE23,darker painted baskets,darker painted baskets,3,15,3,darker painted baskets,3,accurate,accurate
LE23,appear to wait then turn,a pair to wait then turn,4,16,5,a pair to wait then turn,4,inaccurate,inaccurate
LE23,beside a sunken bat,beside a sunken bat,4,17,4,beside a sunken bat,4,accurate,accurate
LE23,forget the joke below,forget the joke below,4,18,4,forget the joke below,4,accurate,accurate
LE23,thinking for the hearing,thinking for their hearing,3,19,4,thinking for their hearing,3,inaccurate,inaccurate
LE23,rampant boasting captain,rampin but seen captain,1,20,3,rampant but seen captain,2,inaccurate,inaccurate
LE23,pick a chain for action,pick a chain for action,5,21,5,pick a chain for action,5,accurate,accurate
LE23,its harmful note abounds,its harmful note abounds,4,22,4,it’s harmful note abounds,4,accurate,accurate
LE23,model sad and local,model said and local,3,23,4,model sad and local,4,inaccurate,accurate
LE23,bolder ground from justice,bolder ground from justice,4,24,4,older ground from justice,3,accurate,inaccurate
LE23,seat for locking runners,see far locking runners,2,25,4,see for locking runners,3,inaccurate,inaccurate
LE23,amend estate approach,amanda stayed approach,1,26,3,amanda state approach,1,inaccurate,inaccurate
LE23,afraid beneath demand,afraid beneath demand,3,27,3,afraid beneath demand,3,accurate,accurate
LE23,balance clamp and bottle,balance clamp and bottle,4,28,4,balance clamp and bottle,4,accurate,accurate
LE23,perceive sustained supplies,perceived sustained supplies,3,29,3,perceived sustained supplies,3,accurate,accurate
LE23,unseen machines agree,unseen machines agree,3,30,3,unseen machines agree,3,accurate,accurate
LE23,attend the trend success,attend the trend success,4,31,4,attend the trend success,4,accurate,accurate
LE23,mark a single ladder,mark a single ladder,4,32,4,mark a single ladder,4,accurate,accurate
LE23,transcend almost betrayed,transcend almost me train,2,33,3,transcend almost in train,2,inaccurate,inaccurate
LE23,indeed a tax ascent,indeed a tax ascend,3,34,4,indeed a tax ascend,3,inaccurate,inaccurate
LE23,career despite research,career despite research,3,35,3,career despite research,3,accurate,accurate
LE23,divide across retreat,divide across retreat,3,36,3,divide across retreat,3,accurate,accurate
LE23,resting older earring,rusting older earring,2,37,3,rusting older earring,2,inaccurate,inaccurate
LE23,technique but sent result,technique that sent result,3,38,4,technique that sent result,3,inaccurate,inaccurate
LE23,connect the beer device,connect the beer device,4,39,4,connect the beet device,3,accurate,inaccurate
LE23,hold a page of fortune,hold the page a fortune,4,40,5,hold the page of fortune,5,inaccurate,accurate
LE23,rowing farther matters,rowing farther matter,3,41,3,rowing farther matter,3,accurate,accurate
LE23,narrow seated member,narrow seen it member,2,42,3,narrow scene it member,2,inaccurate,inaccurate
LE23,unless escape can learn,unless escape can learn,4,43,4,unless escape can learn,4,accurate,accurate
LE23,increase a grade sedate,in clicks in grain sindy,0,44,4,in quicks in grains in day,0,inaccurate,inaccurate
LE23,target keeping season,target keeping season,3,45,3,target keeping season,3,accurate,accurate
LE23,address her meeting time,address her meeting time,4,46,4,address her meeting time,4,accurate,accurate
LE23,bush is chosen after,bushes chosen after,3,47,4,bushes chosen after,3,inaccurate,inaccurate
LE23,distant leaking basement,distant leaking basement,3,48,3,distant leaking basement,3,accurate,accurate
LE23,and spoke behind her sin,in spoke behind her sin,4,49,5,and spoke behind her sin,5,inaccurate,accurate
LE23,submit his cash report,submit has cash report,3,50,4,submit his cash report,4,inaccurate,accurate
LE23,done with finest handle,delmas finest handle,2,51,4,delmas finest handle,2,inaccurate,inaccurate
LE23,frame her seed to answer,frame her seat to answer,4,52,5,frame her seat to answer,4,inaccurate,inaccurate
LE23,admit the gear beyond,admit the gear beyond,4,53,4,admit the gear beyond,4,accurate,accurate
LE23,constant willing walker,constant willing walker,3,54,3,constant willing walker,3,accurate,accurate
LE23,sparkle enter broken,sparkle enter broken,3,55,3,sparkle enter broken,3,accurate,accurate
LE23,cheap control in paper,cheap control and paper,3,56,4,cheap control in paper,4,inaccurate,accurate
LE23,remove and name for stake,remove name for sake,3,57,5,remove name for sake,3,inaccurate,inaccurate
LE23,functions aim his acid,functions aim his acid,4,58,4,functions aim his acid,4,accurate,accurate
LE23,pooling pill or cattle,pooling pill or cathal,3,59,4,pooling pill or cattle,4,inaccurate,accurate
LE23,signal breakfast pilot,single breakfast pilot,2,60,3,single breakfast pilot,2,inaccurate,inaccurate
LE23,kick a tad above them,cant attend among them,1,61,5,can’t attend among them,1,inaccurate,inaccurate
LE23,rode the lamp for teasing,rode the lamp for teasing,5,62,5,rode the lamp for teasing,5,accurate,accurate
LE23,mode campaign for budget,mode campaign for budget,4,63,4,mode campaign for budget,4,accurate,accurate
LE23,listen final station,listen fire station,2,64,3,listen fire station,2,inaccurate,inaccurate
LE23,rocking modern poster,rocking modern poster,3,65,3,rocking modern poster,3,accurate,accurate
LE23,secure but lease apart,secure but lease apart,4,66,4,secure but lease apart,4,accurate,accurate
LE23,round and bad for carpet,round and bin for carpet,4,67,5,round and bin for carpet,4,inaccurate,inaccurate
LE23,her owners arm the phone,her owners on the phone,4,68,5,her owners on the phone,4,inaccurate,inaccurate
LE23,assume to catch control,assume to catch control,4,69,4,assume to catch control,4,accurate,accurate
LE23,mistake delight for heat,mistake the light for heat,3,70,4,mistake the light for heat,3,inaccurate,inaccurate
LE23,confused but roared again,confuse but wrong again,3,71,4,confuse but wrong again,3,inaccurate,inaccurate
LE23,sinking rather tundra,sinking rather tundra,3,72,3,sinking rather tundra,3,accurate,accurate
LE23,mate denotes a judgement,make the notes of judgment,2,73,4,make the notes of judgement,2,inaccurate,inaccurate
LE23,award his drain away,award his rain away,3,74,4,award his rain away,3,inaccurate,inaccurate
LE23,account for who could knock,account for who could knock,5,75,5,account for who could knock,5,accurate,accurate
LE23,cool the jar in private,cool the jar in private,5,76,5,cool the jar in private,5,accurate,accurate
LE23,may the same pursued it,may the same persuited,3,77,5,may the same pursuited,3,inaccurate,inaccurate
LE23,embark or take her sheet,embark or take her sheet,5,78,5,embark or take her sheet,5,accurate,accurate
LE23,stable wrist and load it,stable wrist and loaded,4,79,5,stable wrist and loaded,4,inaccurate,inaccurate
LE23,measure fame with legal,measure fame with legal,4,80,4,measure fame with legal,4,accurate,accurate
LE23,butcher in the middle,put her in the middle,3,81,4,put her in the middle,3,inaccurate,inaccurate
LE23,to sort but fear inside,to sort but fear inside,5,82,5,to sort but fear inside,5,accurate,accurate
LE23,push her equal culture,push her equal culture,4,83,4,push her equal culture,4,accurate,accurate
LE23,commit such used advice,commit such use advice,4,84,4,commit such use a vice,3,accurate,inaccurate
LE23,advance but sat appeal,advance but sat appeal,4,85,4,advance but sat appeal,4,accurate,accurate
LE24,attack became concerned,a dad became concerned,2,6,3,,,inaccurate,
LE24,avoid or beat command,avoin or me command,2,7,4,,,inaccurate,
LE24,pain can follow agents,pain can follow ancients,3,8,4,,,inaccurate,
LE24,define respect instead,define respect instead,3,9,3,,,accurate,
LE24,for coke a great defeat,fur coke great defeat,3,10,5,,,inaccurate,
LE24,had eaten junk and train,had eaten junk and train,5,11,5,,,accurate,
LE24,support with dock and cheer,support with dock and cheer,5,12,5,,,accurate,
LE24,or spent sincere aside,more spin sincere a sign,1,13,4,,,inaccurate,
LE24,vital seats with wonder,vital seats with wonder,4,14,4,,,accurate,
LE24,darker painted baskets,darker painted baskets,3,15,3,,,accurate,
LE24,appear to wait then turn,a pair toy then turn,2,16,5,,,inaccurate,
LE24,beside a sunken bat,beside a sunken bat,4,17,4,,,accurate,
LE24,forget the joke below,forget the joke below,4,18,4,,,accurate,
LE24,thinking for the hearing,thinking for the hearing,4,19,4,,,accurate,
LE24,rampant boasting captain,rampit boasting captain,2,20,3,,,inaccurate,
LE24,pick a chain for action,pick a chain for action,5,21,5,,,accurate,
LE24,its harmful note abounds,its harmful note abounds,4,22,4,,,accurate,
LE24,model sad and local,model sad and local,4,23,4,,,accurate,
LE24,bolder ground from justice,bolder ground from justice,4,24,4,,,accurate,
LE24,seat for locking runners,see for locking runners,3,25,4,,,inaccurate,
LE24,amend estate approach,amanda stayed approach,1,26,3,,,inaccurate,
LE24,afraid beneath demand,afraid beneath demand,3,27,3,,,accurate,
LE24,balance clamp and bottle,balance clamp and bottle,4,28,4,,,accurate,
LE24,perceive sustained supplies,perceive sustain supplies,3,29,3,,,accurate,
LE24,unseen machines agree,unseen machines agree,3,30,3,,,accurate,
LE24,attend the trend success,attend the trend success,4,31,4,,,accurate,
LE24,mark a single ladder,mark a single ladder,4,32,4,,,accurate,
LE24,transcend almost betrayed,transcend almost betrayed,3,33,3,,,accurate,
LE24,indeed a tax ascent,indeed a tax ascent,4,34,4,,,accurate,
LE24,career despite research,career despite research,3,35,3,,,accurate,
LE24,divide across retreat,divide accros retreat,3,36,3,,,accurate,
LE24,resting older earring,resting older earring,3,37,3,,,accurate,
LE24,technique but sent result,technique but sent result,4,38,4,,,accurate,
LE24,connect the beer device,connect the beer device,4,39,4,,,accurate,
LE24,hold a page of fortune,hold page of fortune,4,40,5,,,inaccurate,
LE24,rowing farther matters,rowing farther matters,3,41,3,,,accurate,
LE24,narrow seated member,narrow seated memer,2,42,3,,,inaccurate,
LE24,unless escape can learn,unless escape can learn,4,43,4,,,accurate,
LE24,increase a grade sedate,increase in grade sedate,3,44,4,,,inaccurate,
LE24,target keeping season,target keeping season,3,45,3,,,accurate,
LE24,address her meeting time,address her meeting time,4,46,4,,,accurate,
LE24,bush is chosen after,versus chosen after,2,47,4,,,inaccurate,
LE24,distant leaking basement,distant leaking basement,3,48,3,,,accurate,
LE24,and spoke behind her sin,and spoke behind her sin,5,49,5,,,accurate,
LE24,submit his cash report,submit his cash report,4,50,4,,,accurate,
LE24,done with finest handle,done with finest handle,4,51,4,,,accurate,
LE24,frame her seed to answer,frame her seat to answer,4,52,5,,,inaccurate,
LE24,admit the gear beyond,admit the gear beyond,4,53,4,,,accurate,
LE24,constant willing walker,constant willing walker,3,54,3,,,accurate,
LE24,sparkle enter broken,sparkle enter broken,3,55,3,,,accurate,
LE24,cheap control in paper,cheap control in paper,4,56,4,,,accurate,
LE24,remove and name for stake,remove a name for snake,3,57,5,,,inaccurate,
LE24,functions aim his acid,functions aim has acid,3,58,4,,,inaccurate,
LE24,pooling pill or cattle,pulling peel or cattle,2,59,4,,,inaccurate,
LE24,signal breakfast pilot,single breakfast pilot,2,60,3,,,inaccurate,
LE24,kick a tad above them,kick and tanned above them,3,61,5,,,inaccurate,
LE24,rode the lamp for teasing,rub the lamp for teasing,4,62,5,,,inaccurate,
LE24,mode campaign for budget,mode campaign for budget,4,63,4,,,accurate,
LE24,listen final station,listen final station,3,64,3,,,accurate,
LE24,rocking modern poster,rocking modern poster,3,65,3,,,accurate,
LE24,secure but lease apart,secure but lease apart,4,66,4,,,accurate,
LE24,round and bad for carpet,round and bad for carpet,5,67,5,,,accurate,
LE24,her owners arm the phone,her owners arm the phone,5,68,5,,,accurate,
LE24,assume to catch control,assume to catch control,4,69,4,,,accurate,
LE24,mistake delight for heat,mistake delight for heat,4,70,4,,,accurate,
LE24,confused but roared again,confused but roared again,4,71,4,,,accurate,
LE24,sinking rather tundra,seeking rather tundra,2,72,3,,,inaccurate,
LE24,mate denotes a judgement,may denotes a judgment,3,73,4,,,inaccurate,
LE24,award his drain away,a warn his right away,2,74,4,,,inaccurate,
LE24,account for who could knock,account for who could knock,5,75,5,,,accurate,
LE24,cool the jar in private,cool the jar in private,5,76,5,,,accurate,
LE24,may the same pursued it,may the same persuited,3,77,5,,,inaccurate,
LE24,embark or take her sheet,embark or take her sheet,5,78,5,,,accurate,
LE24,stable wrist and load it,stable wrist and loaded,4,79,5,,,inaccurate,
LE24,measure fame with legal,measure fame with legal,4,80,4,,,accurate,
LE24,butcher in the middle,butcher in the middle,4,81,4,,,accurate,
LE24,to sort but fear inside,to sort but fear inside,5,82,5,,,accurate,
LE24,push her equal culture,push her equal culture,4,83,4,,,accurate,
LE24,commit such used advice,commit such hued advice,3,84,4,,,inaccurate,
LE24,advance but sat appeal,advance but sat appeal,4,85,4,,,accurate,
LE25,attack became concerned,and i became concerned,2,6,3,,,inaccurate,
LE25,avoid or beat command,void or me command,2,7,4,,,inaccurate,
LE25,pain can follow agents,pain can follow agents,4,8,4,,,accurate,
LE25,define respect instead,define respect instead,3,9,3,,,accurate,
LE25,for coke a great defeat,fur coke great defeat,3,10,5,,,inaccurate,
LE25,had eaten junk and train,i’d eaten junk and train,4,11,5,,,inaccurate,
LE25,support with dock and cheer,support with dock and cheer,5,12,5,,,accurate,
LE25,or spent sincere aside,missing data,0,13,4,,,,
LE25,vital seats with wonder,vital seats with wonder,4,14,4,,,accurate,
